iter	Logloss
218	0.3002032893
219	0.299771377
220	0.2988995143
221	0.2983327253
222	0.2973773139
223	0.2968628747
224	0.2962189402
225	0.2952666964
226	0.2946458885
227	0.2937333584
228	0.2930624144
229	0.2924977711
230	0.2917881012
231	0.290978023
232	0.2903456007
233	0.2896731922
234	0.2888701984
235	0.2883352212
236	0.2875250067
237	0.2869109767
238	0.2864219121
239	0.2857093811
240	0.2849220378
241	0.2843961035
242	0.2835374389
243	0.283053296
244	0.2823253189
245	0.281862293
246	0.2812478031
247	0.2804410798
248	0.2796436037
249	0.2792996679
250	0.2786764417
251	0.2781460966
252	0.2772834471
253	0.2768510069
254	0.2761263507
255	0.2755880867
256	0.2749533313
257	0.274230378
258	0.2737745898
259	0.2731120757
260	0.2726317985
261	0.2719868592
262	0.2715486799
263	0.2709843261
264	0.2705664464
265	0.2699198553
266	0.2692753417
267	0.268847176
268	0.2678638015
269	0.2671069247
270	0.2664087159
271	0.2658269405
272	0.2653346232
273	0.2649652788
274	0.2643290077
275	0.2638331481
276	0.2633669887
277	0.2627829484
278	0.262160744
279	0.2613139323
280	0.2607086556
281	0.2600805078
282	0.2594340529
283	0.2590239218
284	0.2583918401
285	0.2581110852
286	0.2574220725
287	0.2570183618
288	0.2564994267
289	0.2559408801
290	0.2554223537
291	0.2548591409
292	0.2541633674
293	0.2537142549
294	0.2532856805
295	0.2527762141
296	0.2523048094
297	0.2518840517
298	0.2513426031
299	0.2506216254
300	0.2500892878
301	0.2495981625
302	0.249170133
303	0.2487177849
304	0.2484111445
305	0.2481162889
306	0.2475199699
307	0.2470196315
308	0.2465260369
309	0.2461858136
310	0.2456497124
311	0.2449719736
312	0.2443783113
313	0.2440341541
314	0.2433742455
315	0.2429875306
316	0.2424144404
317	0.2418564047
318	0.2414754118
319	0.2411227226
320	0.2406150614
321	0.2402083193
322	0.239810007
323	0.2392346178
324	0.2389414651
325	0.2385015147
326	0.2380086354
327	0.2374214956
328	0.2369850363
329	0.2365703923
330	0.2359402009
331	0.2353925535
332	0.2350428445
333	0.2346052613
334	0.2343183245
335	0.2338736057
336	0.2333959682
337	0.2331134932
338	0.2326319218
339	0.2319584233
340	0.2315057176
341	0.2309935774
342	0.2307752541
343	0.2303558077
344	0.2300604241
345	0.2296416589
346	0.228824922
347	0.2285051686
348	0.2281361989
349	0.2276959079
350	0.227300116
351	0.2268039158
352	0.2263516358
353	0.2259078707
354	0.2253529855
355	0.2252735751
356	0.2248353618
357	0.2243119478
358	0.2239450727
359	0.2236665998
360	0.2232942922
361	0.2227311305
362	0.2223540204
363	0.2220125709
364	0.2216670513
365	0.2212440968
366	0.2206504345
367	0.2200187615
368	0.2198018687
369	0.2195097208
370	0.2190530811
371	0.2185895784
372	0.2182092837
373	0.2177113805
374	0.2173690115
375	0.2170968056
376	0.2164322819
377	0.2160395554
378	0.2156635693
379	0.2153175047
380	0.2149272135
381	0.2146089247
382	0.2143018586
383	0.2139276947
384	0.2135703223
385	0.2131271362
386	0.2128211941
387	0.2124166489
388	0.2120010001
389	0.2116243499
390	0.2112265144
391	0.210965429
392	0.2107257502
393	0.2105356455
394	0.2098922389
395	0.2094408785
396	0.2090497187
397	0.2085313116
398	0.2080611161
399	0.2077390466
400	0.2073289326
401	0.2071357114
402	0.2066485371
403	0.2063707794
404	0.2060226032
405	0.2056263174
406	0.2051509619
407	0.204763719
408	0.2043833733
409	0.2042130062
410	0.2037146262
411	0.2033658879
412	0.2029111045
413	0.2026575974
414	0.2023696899
415	0.2021212237
416	0.2018356153
417	0.2014161859
418	0.2009741238
419	0.2006014756
420	0.2001417705
421	0.1997765643
422	0.1994330883
423	0.1991688524
424	0.198852488
425	0.1985576493
426	0.1983659778
427	0.1979004485
428	0.1975625243
429	0.1973018987
430	0.1969738347
431	0.1965290478
432	0.1961316381
433	0.1958318438
434	0.1954990625
435	0.1950585331
436	0.1947737421
437	0.1945109027
438	0.1942944016
439	0.1939939771
440	0.1936493261
441	0.1933486802
442	0.1931098018
443	0.192870106
444	0.1925834077
445	0.1923550878
446	0.192010607
447	0.1916919436
448	0.1911825453
449	0.1908258711
450	0.1905297211
451	0.190119522
452	0.1897498029
453	0.1895413569
454	0.1892135824
455	0.1889284338
456	0.1886536734
457	0.1883023126
458	0.1878983464
459	0.1877400534
460	0.1873670646
461	0.1869472436
462	0.186569316
463	0.1862651791
464	0.1859566995
465	0.1856248719
466	0.1854308503
467	0.1851418359
468	0.1846973385
469	0.1844010353
470	0.1840510539
471	0.1837085996
472	0.1833919116
473	0.183085101
474	0.1827850682
475	0.1825068167
476	0.1822617054
477	0.1819783619
478	0.1817372186
479	0.1814223187
480	0.1811810902
481	0.1808890104
482	0.1806790488
483	0.1803446838
484	0.1800728866
485	0.1797754083
486	0.1794959647
487	0.1793246269
488	0.1790339095
489	0.1787604945
490	0.1785100188
491	0.178264686
492	0.1778755869
493	0.1775683675
494	0.177097576
495	0.1768527882
496	0.1766404254
497	0.1763020584
498	0.1760344335
499	0.1757321017
500	0.1755097934
501	0.1753095218
502	0.1750122649
503	0.1747275591
504	0.1745072092
505	0.1741503988
506	0.1738856179
507	0.1734125274
508	0.1731749943
509	0.1728187629
510	0.1725355216
511	0.1721084458
512	0.1718102523
513	0.1715114117
514	0.1712755476
515	0.1708894287
516	0.1706777981
517	0.1704483884
518	0.1701650279
519	0.1698710067
520	0.1695827586
521	0.1693103654
522	0.1691856214
523	0.1688651528
524	0.1685351644
525	0.1682700089
526	0.1679500512
527	0.167726125
528	0.1675790378
529	0.1673418624
530	0.1672058446
531	0.1669982842
532	0.1667800631
533	0.166469574
534	0.1662864685
535	0.1660817521
536	0.1658291646
537	0.1655902522
538	0.1654220309
539	0.1651878698
540	0.1648871899
541	0.1645999806
542	0.1643123116
543	0.1640462024
544	0.1638282708
545	0.1635625873
546	0.1632486071
547	0.1628935678
548	0.1627166952
549	0.1624064786
550	0.1621845109
551	0.1619425331
552	0.1617256744
553	0.1613679954
554	0.16120427
555	0.160923481
556	0.1606820651
557	0.1604982444
558	0.160309468
559	0.1601282528
560	0.1599195344
561	0.1596799578
562	0.1594585521
563	0.1592200143
564	0.1589562552
565	0.1587851729
566	0.158518655
567	0.1582841533
568	0.1579517296
569	0.1576900142
570	0.1574155944
571	0.1572537763
572	0.157086713
573	0.1569299187
574	0.1567022971
575	0.1564225299
576	0.1562521628
577	0.156032971
578	0.1558157887
579	0.1556079388
580	0.1553244761
581	0.1550837755
582	0.154801539
583	0.1545733554
584	0.1544230665
585	0.1541939804
586	0.1538988863
587	0.1536798477
588	0.1534449373
589	0.1531527383
590	0.1530030114
591	0.152798857
592	0.1525479896
593	0.1524418082
594	0.1522248132
595	0.1520137787
596	0.1518245254
597	0.1515414715
598	0.151443226
599	0.1512874195
600	0.1511505331
601	0.1509035315
602	0.1506481
603	0.1504138538
604	0.1503013032
605	0.1500546932
606	0.1498293366
607	0.1496654749
608	0.1495403051
609	0.1493075405
610	0.14908966
611	0.1488922494
612	0.1486651387
613	0.1485122613
614	0.1482642889
615	0.1480798381
616	0.1478674582
617	0.1476601533
618	0.1474112102
619	0.1471665927
620	0.1471156733
621	0.1469280379
622	0.1466394152
623	0.1463962964
624	0.1462327242
625	0.1460411208
626	0.1458491938
627	0.145606654
628	0.1452804293
629	0.1451834611
630	0.1449411256
631	0.1447039502
632	0.1444660425
633	0.1444061143
634	0.1441511086
635	0.1439226014
636	0.1436214277
637	0.143417137
638	0.1432262659
639	0.1430604288
640	0.1428624051
641	0.14267838
642	0.1424401828
643	0.1421739204
644	0.1420031701
645	0.1417946475
646	0.1415462579
647	0.1413880331
648	0.1411306092
649	0.1409594842
650	0.1407414675
651	0.1405622278
652	0.1403421674
653	0.1401285189
654	0.1398525153
655	0.1396445462
656	0.1393339464
657	0.1391182542
658	0.1388539246
659	0.1387264899
660	0.1386033807
661	0.1383330056
662	0.1380349568
663	0.1377492802
664	0.1375166093
665	0.1373455354
666	0.1371673856
667	0.1369578327
668	0.1366422091
669	0.1363833461
670	0.1362083214
671	0.1359403644
672	0.1357903991
673	0.1356136969
674	0.1354316218
675	0.1352964725
676	0.1351312229
677	0.1350365622
678	0.1348863074
679	0.134855066
680	0.1346611125
681	0.1344820942
682	0.1342887708
683	0.1341152021
684	0.1339432086
685	0.1337972198
686	0.1336017421
687	0.1334455184
688	0.1332166706
689	0.133032339
690	0.1328150119
691	0.1326891524
692	0.1325158136
693	0.1323339769
694	0.1321601697
695	0.1319931575
696	0.1318898967
697	0.1316421202
698	0.1314674531
699	0.1313974772
700	0.1311333179
701	0.1309819732
702	0.1308129345
703	0.1305696453
704	0.1303616251
705	0.1302557417
706	0.1299270562
707	0.1296695471
708	0.1294318438
709	0.129225484
710	0.1291247095
711	0.1289186818
712	0.1287118793
713	0.1284452336
714	0.1282889332
715	0.1281995007
716	0.1280305045
717	0.127874136
718	0.1277253032
719	0.1275370376
720	0.1273593051
721	0.1271617072
722	0.126998399
723	0.1267831496
724	0.1266376121
725	0.1264478649
726	0.1263713326
727	0.1261774642
728	0.1259769797
729	0.1258548158
730	0.1257039734
731	0.1255312136
732	0.1253588029
733	0.125115599
734	0.1249440398
735	0.1247642892
736	0.1245202507
737	0.1244030084
738	0.1243047033
739	0.1240699972
740	0.1238475186
741	0.1236904519
742	0.1234573381
743	0.1233242154
744	0.1231719851
745	0.1230116401
746	0.1228244986
747	0.1226927212
748	0.1225410444
749	0.1223807165
750	0.1222297634
751	0.1220537935
752	0.1219190359
753	0.1217374461
754	0.1216468385
755	0.1214759009
756	0.1213254333
757	0.1211265155
758	0.1209518909
759	0.1208408305
760	0.1206465364
761	0.1205169473
762	0.120311984
763	0.1201087747
764	0.1199518272
765	0.119786237
766	0.1195857184
767	0.1194134269
768	0.1192318712
769	0.1189993109
770	0.1187822138
771	0.1186276334
772	0.118424654
773	0.1182848896
774	0.1181175879
775	0.1180106912
776	0.1178602321
777	0.1176412106
778	0.1175404446
779	0.1174164925
780	0.1173351322
781	0.1171786615
782	0.1170131224
783	0.1168805701
784	0.1167119571
785	0.116566922
786	0.1164128014
787	0.1162552663
788	0.1161146675
789	0.1160521337
790	0.115978837
791	0.1158928701
792	0.1157923085
793	0.1155993257
794	0.1154399259
795	0.1152888707
796	0.1151360103
797	0.1149639402
798	0.1148240907
799	0.1146887711
800	0.1145937272
801	0.1144168718
802	0.1141970158
803	0.1140285219
804	0.1139080695
805	0.1136820487
806	0.1134621586
807	0.1133813517
808	0.1132831403
809	0.1131670645
810	0.1130245328
811	0.1128533312
812	0.1126650146
813	0.1125375543
814	0.1123612438
815	0.1122165578
816	0.1121500731
817	0.1120519979
818	0.1119141323
819	0.1117935351
820	0.1115786774
821	0.111462525
822	0.1113546916
823	0.1112578852
824	0.1111316
825	0.1108836446
826	0.1107019186
827	0.1106031452
828	0.1105083312
829	0.1104002339
830	0.1101962839
831	0.1100741369
832	0.1099591
833	0.10987338
834	0.1097498792
835	0.1095872351
836	0.1094961933
837	0.1093882067
838	0.1092510564
839	0.1090773344
840	0.1089485543
841	0.1087811674
842	0.108619707
843	0.1084197078
844	0.1082929032
845	0.1081483449
846	0.1080505252
847	0.1079662868
848	0.1077876942
849	0.1076723082
850	0.1075688601
851	0.1073875001
852	0.1072599547
853	0.1071102619
854	0.1069489377
855	0.106788465
856	0.1066222872
857	0.1064520393
858	0.1063180651
859	0.1062214289
860	0.1060547999
861	0.1059423344
862	0.105736724
863	0.1056237476
864	0.1055291721
865	0.1054098947
866	0.1052461863
867	0.1050760405
868	0.1049257091
869	0.1047648873
870	0.1046051213
871	0.1044757707
872	0.1043684057
873	0.1042571664
874	0.1041101558
875	0.1039495298
876	0.1038216693
877	0.1036072288
878	0.1034943291
879	0.1032999243
880	0.1031723022
881	0.1030415807
882	0.1028688124
883	0.1026910288
884	0.102611099
885	0.102447365
886	0.1023404769
887	0.102285896
888	0.1020915508
889	0.1019912958
890	0.1018903511
891	0.1017874139
892	0.1016310283
893	0.1014908722
894	0.1014073321
895	0.1012519683
896	0.1010906867
897	0.1009538514
898	0.1008565511
899	0.1006652798
900	0.1005167961
901	0.1004737956
902	0.1003034455
903	0.1001635875
904	0.1000645331
905	0.09992798737
906	0.09978064469
907	0.09969654254
908	0.09958856446
909	0.09945989507
910	0.09929825578
911	0.09924165692
912	0.09908412184
913	0.09895203795
914	0.09881905147
915	0.09872066123
916	0.09858567374
917	0.09843403101
918	0.09831768274
919	0.09820926189
920	0.09805355753
921	0.09793647698
922	0.09782835415
923	0.0976978881
924	0.09757729939
925	0.09746508939
926	0.09728700774
927	0.09715492385
928	0.09697207383
929	0.09687020097
930	0.09670799119
931	0.096572033
932	0.09649689708
933	0.0963850362
934	0.09626894338
935	0.09617487022
936	0.09607892377
937	0.09594557115
938	0.09582812446
939	0.09570376362
940	0.09561671529
941	0.09547905411
942	0.09533756971
943	0.09512301854
944	0.09502754893
945	0.09492556538
946	0.09484657219
947	0.09467760154
948	0.09454986027
949	0.09446192639
950	0.09431902
951	0.09417772293
952	0.09410562686
953	0.09398870809
954	0.09389045409
955	0.09375892367
956	0.09361610242
957	0.09341880253
958	0.09329754966
959	0.09316410337
960	0.09303571497
961	0.09285382714
962	0.09273437943
963	0.09254193306
964	0.09236238684
965	0.09223911592
966	0.09209590299
967	0.0920203243
968	0.09191431318
969	0.09186481578
970	0.09174672195
971	0.09163865021
972	0.09149464539
973	0.09131877763
974	0.09119520017
975	0.09109541348
976	0.09095443998
977	0.09084067174
978	0.09076382433
979	0.09067696333
980	0.09059659072
981	0.09047930581
982	0.0903260793
983	0.0902498109
984	0.09010170187
985	0.08999998229
986	0.08979142564
987	0.08970069885
988	0.0895766701
989	0.08940080234
990	0.08932555573
991	0.08920761517
992	0.08914544753
993	0.08904076474
994	0.08893906219
995	0.08884920393
996	0.08869041715
997	0.08859413011
998	0.08848628828
999	0.08835578816
