level_1,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,ROE(%),ROA(%),EPS(원),PER(배),BPS(원),PBR(배),code
2020/09,284.0,4.0,5.0,1595.0,504.0,1091.0,8.34,4.75,13.0,9.93,2349.0,0.8,017040
2020/12,328.0,11.0,4.0,1659.0,561.0,1098.0,4.67,2.81,7.0,18.64,2362.0,0.85,017040
2021/03,211.0,-2.0,2.0,1616.0,521.0,1095.0,3.4,2.02,9.0,30.55,2359.0,1.02,017040
2021/06,264.0,-9.0,19.0,1638.0,523.0,1115.0,3.3,1.92,49.0,44.34,2419.0,1.44,017040
2021/09,355.0,13.0,19.0,1653.0,520.0,1133.0,4.36,2.81,40.0,32.19,2456.0,1.37,017040
