level_1,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,ROE(%),ROA(%),EPS(원),PER(배),BPS(원),PBR(배),code
2020/09,279.0,-71.0,-57.0,3903.0,596.0,3306.0,-0.92,-0.78,-388.0,,27745.0,0.28,018310
2020/12,261.0,-29.0,81.0,3959.0,564.0,3396.0,0.21,0.18,554.0,179.61,28496.0,0.3,018310
2021/03,292.0,-5.0,9.0,3939.0,535.0,3404.0,1.02,0.88,58.0,58.55,28567.0,0.48,018310
2021/06,297.0,-58.0,1.0,3930.0,525.0,3405.0,0.99,0.85,5.0,71.0,28573.0,0.57,018310
2021/09,,,,4873.0,1277.0,3596.0,,,,,26805.0,0.57,018310
