level_1,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,ROE(%),ROA(%),EPS(원),PER(배),BPS(원),PBR(배),code
2020/09,141.0,13.0,10.0,958.0,99.0,860.0,5.1,4.59,20.0,22.09,1660.0,1.1,022220
2020/12,156.0,18.0,-4.0,969.0,112.0,857.0,2.98,2.63,-9.0,37.85,1655.0,1.11,022220
2021/03,146.0,13.0,12.0,990.0,120.0,869.0,3.49,3.08,23.0,37.13,1678.0,1.27,022220
2021/06,175.0,20.0,9.0,1019.0,141.0,878.0,3.16,2.78,18.0,47.15,1696.0,1.47,022220
2021/09,169.0,16.0,13.0,1012.0,121.0,891.0,3.43,3.05,26.0,41.51,1721.0,1.4,022220
