level_1,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,ROE(%),ROA(%),EPS(원),PER(배),BPS(원),PBR(배),code
2020/09,79.0,12.0,7.0,674.0,113.0,561.0,13.1,10.78,12.0,156.59,935.0,19.3,005690
2020/12,90.0,13.0,7.0,697.0,126.0,571.0,9.65,7.88,11.0,197.89,953.0,18.16,005690
2021/03,122.0,14.0,19.0,723.0,133.0,590.0,11.28,9.2,32.0,143.71,984.0,15.29,005690
2021/06,138.0,34.0,22.0,941.0,329.0,612.0,9.4,6.78,36.0,198.71,1020.0,17.79,005690
2021/09,132.0,34.0,36.0,978.0,331.0,647.0,13.79,10.08,60.0,106.9,1080.0,13.75,005690
